tempo;L(t);W_wait_avg_s;p_util;OperatorsBusyAvg;Arrivals;Blocked;Served;MaxOperatorsBusy;CarriedErlangs
28740;1.48397;89.0381;1;7;1;0;1;7;7
28800;3.45578;69.1156;1;7;3;0;3;7;7
28860;0.825994;24.7798;1;7;2;0;2;7;7
28920;0.452148;9.04296;1;7;3;0;3;7;7
28980;0.100463;3.01388;0.822641;5.75848;2;0;2;7;5.75848
29040;0;0;0.457404;3.20183;3;0;3;5;3.20183
29100;0;0;0.648843;4.5419;7;0;7;7;4.5419
29160;0;0;0.695041;4.86529;5;0;5;6;4.86529
29220;0.230981;6.92942;0.988019;6.91613;2;0;2;7;6.91613
29280;0;0;0.82926;5.80482;2;0;2;6;5.80482
29340;0;0;0.889053;6.22337;4;0;4;7;6.22337
29400;0;0;0.86055;6.02385;4;0;4;7;6.02385
29460;0;0;0.431878;3.02315;2;0;2;4;3.02315
29520;0;0;0.423705;2.96594;4;0;4;4;2.96594
29580;0;0;0.493367;3.45357;6;0;6;5;3.45357
29640;0;0;0.620827;4.34579;2;0;2;5;4.34579
29700;0;0;0.689712;4.82798;3;0;3;6;4.82798
29760;0;0;0.484017;3.38812;3;0;3;6;3.38812
29820;0;0;0.773572;5.41501;8;0;8;7;5.41501
29880;0;0;0.765286;5.357;5;0;5;6;5.357
29940;0;0;0.796162;5.57313;5;0;5;7;5.57313
30000;0;0;0.946373;6.62461;2;0;2;7;6.62461
30060;0;0;0.811603;5.68122;4;0;4;7;5.68122
30120;0;0;0.641517;4.49062;2;0;2;6;4.49062
30180;0;0;0.136222;0.953553;2;0;2;3;0.953553
30240;0;0;0.726347;5.08443;6;0;6;7;5.08443
30300;0;0;0.663105;4.64173;2;0;2;6;4.64173
30360;0;0;0.449101;3.14371;5;0;5;5;3.14371
30420;0;0;0.457763;3.20434;4;0;4;5;3.20434
30480;0;0;0.78536;5.49752;1;0;1;6;5.49752
30540;0;0;0.748733;5.24113;5;0;5;7;5.24113
30600;0;0;0.570594;3.99415;1;0;1;4;3.99415
30660;0;0;0.615526;4.30868;4;0;4;6;4.30868
30720;0;0;0.520998;3.64699;4;0;4;5;3.64699
30780;0;0;0.70898;4.96286;3;0;3;6;4.96286
30840;0;0;0.672696;4.70887;4;0;4;6;4.70887
30900;0;0;0.767988;5.37592;4;0;4;6;5.37592
30960;0;0;0.827625;5.79338;4;0;4;7;5.79338
31020;0.103637;1.24364;0.925415;6.47791;5;0;5;7;6.47791
31080;2.1608;18.5211;0.997336;6.98135;7;0;7;7;6.98135
31140;0.383844;11.5153;0.972169;6.80518;2;0;2;7;6.80518
31200;0.149213;2.2382;0.949532;6.64672;4;0;4;7;6.64672
31260;1.45794;21.869;1;7;4;0;4;7;7
31320;4.97105;49.7105;1;7;6;0;6;7;7
31380;2.62159;52.4317;1;7;3;0;3;7;7
31440;2.15019;43.0038;1;7;3;0;3;7;7
31500;0.211844;4.23687;0.947825;6.63478;3;0;3;7;6.63478
31560;0;0;0.507592;3.55314;2;0;2;6;3.55314
31620;0;0;0.618621;4.33035;4;0;4;6;4.33035
31680;0;0;0.696013;4.87209;5;0;5;6;4.87209
31740;0;0;0.542076;3.79453;3;0;3;5;3.79453
31800;0;0;0.496504;3.47553;6;0;6;5;3.47553
31860;0;0;0.631491;4.42044;4;0;4;6;4.42044
31920;0.137058;1.02794;0.842827;5.89979;8;0;8;7;5.89979
31980;0;0;0.714695;5.00286;5;0;5;6;5.00286
32040;0;0;0.703406;4.92384;4;0;4;7;4.92384
32100;0;0;0.72881;5.10167;2;0;2;6;5.10167
32160;0;0;0.723176;5.06223;6;0;6;6;5.06223
32220;0;0;0.621355;4.34949;4;0;4;6;4.34949
32280;0;0;0.203105;1.42173;0;0;0;4;1.42173
32340;0;0;0.325044;2.27531;4;0;4;4;2.27531
32400;0.106431;1.06431;0.632994;4.43096;6;0;6;7;4.43096
32460;0;0;0.707203;4.95042;5;0;5;6;4.95042
32520;0;0;0.766945;5.36861;5;0;5;7;5.36861
32580;2.25666;27.08;0.999481;6.99637;5;0;5;7;6.99637
32640;6.53997;43.5998;1;7;9;0;9;7;7
32700;2.90527;43.5791;1;7;4;0;4;7;7
32760;2.02575;24.309;1;7;5;0;5;7;7
32820;0;0;0.881269;6.16888;4;0;4;7;6.16888
32880;0.131635;1.97452;0.915569;6.40898;4;0;4;7;6.40898
32940;0;0;0.779246;5.45472;1;0;1;7;5.45472
33000;0;0;0.647653;4.53357;4;0;4;6;4.53357
33060;0.221611;4.43221;0.889276;6.22493;3;0;3;7;6.22493
33120;0.45291;5.43492;0.996135;6.97295;5;0;5;7;6.97295
33180;0.731508;10.9726;0.945127;6.61589;4;0;4;7;6.61589
33240;0.087788;1.05346;0.937604;6.56323;5;0;5;7;6.56323
33300;3.63793;54.569;1;7;4;0;4;7;7
33360;1.53094;45.9282;1;7;2;0;2;7;7
33420;0.373494;7.46988;0.979368;6.85558;3;0;3;7;6.85558
33480;0;0;0.892496;6.24747;2;0;2;7;6.24747
33540;1.73182;17.3182;0.955798;6.69059;6;0;6;7;6.69059
33600;0.526424;15.7927;1;7;2;0;2;7;7
33660;0.271478;8.14435;0.820296;5.74207;2;0;2;7;5.74207
33720;0;0;0.425789;2.98052;4;0;4;4;2.98052
33780;0;0;0.600324;4.20227;4;0;4;6;4.20227
33840;0.0523209;1.04642;0.853039;5.97127;3;0;3;7;5.97127
33900;4.52556;33.9417;0.979688;6.85782;8;0;8;7;6.85782
33960;5.35061;53.5061;1;7;6;0;6;7;7
34020;4.18164;62.7246;1;7;4;0;4;7;7
34080;0.090973;5.45838;1;7;1;0;1;7;7
34140;1.2035;18.0525;1;7;4;0;4;7;7
34200;0.436547;8.73095;0.983976;6.88783;3;0;3;7;6.88783
34260;3.59068;30.7772;0.983472;6.88431;7;0;7;7;6.88431
34320;6.28444;94.2667;1;7;4;0;4;7;7
34380;0.844639;50.6783;1;7;1;0;1;7;7
34440;1.79286;35.8571;1;7;3;0;3;7;7
34500;0;0;0.897543;6.2828;2;0;2;7;6.2828
34560;1.14522;9.81617;0.904937;6.33456;7;0;7;7;6.33456
34620;7.17267;53.795;1;7;8;0;8;7;7
34680;12.1532;104.171;1;7;7;0;7;7;7
34740;25.6932;192.699;1;7;8;0;8;7;7
34800;9.64149;289.245;1;7;2;0;2;7;7
34860;30.3094;303.094;1;7;6;0;6;7;7
34920;4.55565;273.339;1;7;1;0;1;7;7
34980;31.6931;271.655;1;7;7;0;7;7;7
35040;10.6243;318.73;1;7;2;0;2;7;7
35100;9.89162;296.748;1;7;2;0;2;7;7
35160;16.3586;245.379;1;7;4;0;4;7;7
35220;13.5308;202.963;1;7;4;0;4;7;7
35280;15.3575;184.29;1;7;5;0;5;7;7
35340;11.6638;174.957;1;7;4;0;4;7;7
35400;7.00057;210.017;1;7;2;0;2;7;7
35460;19.8241;198.241;1;7;6;0;6;7;7
35520;23.0906;277.087;1;7;5;0;5;7;7
35580;14.7697;295.393;1;7;3;0;3;7;7
35640;28.1916;338.299;1;7;5;0;5;7;7
35700;52.2265;391.699;1;7;8;0;8;7;7
35760;20.9803;419.605;1;7;3;0;3;7;7
35820;42.5566;425.566;1;7;6;0;6;7;7
35880;44.1175;441.175;1;7;6;0;6;7;7
35940;21.9461;438.921;1;7;3;0;3;7;7
36000;7.00314;420.188;1;7;1;0;1;7;7
36060;12.0064;360.192;1;7;2;0;2;7;7
36120;5.50094;330.056;1;7;1;0;1;7;7
36180;25.821;309.852;1;7;5;0;5;7;7
36240;30.0006;360.007;1;7;5;0;5;7;7
36300;5.26885;316.131;1;7;1;0;1;7;7
36360;14.3704;287.408;1;7;3;0;3;7;7
36420;23.5641;282.769;1;7;5;0;5;7;7
36480;4.62213;277.328;1;7;1;0;1;7;7
36540;7.49979;224.994;1;7;2;0;2;7;7
36600;14.1319;211.978;1;7;4;0;4;7;7
36660;23.9938;239.938;1;7;6;0;6;7;7
36720;28.0492;336.59;1;7;5;0;5;7;7
36780;11.6846;350.539;1;7;2;0;2;7;7
36840;5.14715;308.829;1;7;1;0;1;7;7
36900;35.391;303.352;1;7;7;0;7;7;7
36960;15.4842;309.684;1;7;3;0;3;7;7
37020;27.7699;333.239;1;7;5;0;5;7;7
37080;18.2;364.001;1;7;3;0;3;7;7
37140;19.0392;380.784;1;7;3;0;3;7;7
37200;31.9685;383.622;1;7;5;0;5;7;7
37260;24.7189;370.784;1;7;4;0;4;7;7
37320;18.2556;365.111;1;7;3;0;3;7;7
37380;35.4621;354.621;1;7;6;0;6;7;7
37440;11.4711;344.133;1;7;2;0;2;7;7
37500;25.1629;377.444;1;7;4;0;4;7;7
37560;37.8993;378.993;1;7;6;0;6;7;7
37620;40.303;403.03;1;7;6;0;6;7;7
37680;21.3824;427.648;1;7;3;0;3;7;7
37740;26.2628;393.942;1;7;4;0;4;7;7
37800;26.5034;397.55;1;7;4;0;4;7;7
37860;33.4186;401.024;1;7;5;0;5;7;7
37920;6.23307;373.984;1;7;1;0;1;7;7
37980;39.832;398.32;1;7;6;0;6;7;7
38040;46.0861;460.861;1;7;6;0;6;7;7
38100;13.7547;412.642;1;7;2;0;2;7;7
38160;18.591;371.819;1;7;3;0;3;7;7
38220;11.507;345.21;1;7;2;0;2;7;7
38280;20.7579;311.369;1;7;4;0;4;7;7
38340;36.3307;311.406;1;7;7;0;7;7;7
38400;60.1404;451.053;1;7;8;0;8;7;7
38460;23.2592;465.183;1;7;3;0;3;7;7
38520;54.5487;467.56;1;7;7;0;7;7;7
38580;53.3288;533.288;1;7;6;0;6;7;7
38640;9.17098;550.259;1;7;1;0;1;7;7
38700;31.7376;476.064;1;7;4;0;4;7;7
38760;42.8697;514.436;1;7;5;0;5;7;7
38820;44.572;534.864;1;7;5;0;5;7;7
38880;26.3291;526.583;1;7;3;0;3;7;7
38940;51.8236;518.236;1;7;6;0;6;7;7
39000;25.5902;511.805;1;7;3;0;3;7;7
39060;15.839;475.17;1;7;2;0;2;7;7
39120;6.50173;390.104;1;7;1;0;1;7;7
39180;37.9566;379.566;1;7;6;0;6;7;7
39240;32.7494;392.993;1;7;5;0;5;7;7
39300;6.74678;404.807;1;7;1;0;1;7;7
39360;16.6185;332.369;1;7;3;0;3;7;7
39420;15.7389;314.777;1;7;3;0;3;7;7
39480;14.9356;298.711;1;7;3;0;3;7;7
39540;28.2625;282.625;1;7;6;0;6;7;7
39600;22.741;272.891;1;7;5;0;5;7;7
39660;3.83608;230.165;1;7;1;0;1;7;7
39720;9.79928;195.986;1;7;3;0;3;7;7
39780;4.93586;148.076;1;7;2;0;2;7;7
39840;20.7235;207.235;1;7;6;0;6;7;7
39900;0;0;1;7;0;0;0;7;7
39960;8.83085;176.617;1;7;3;0;3;7;7
40020;6.77536;203.261;1;7;2;0;2;7;7
40080;5.27883;158.365;1;7;2;0;2;7;7
40140;14.7453;147.453;1;7;6;0;6;7;7
40200;11.5574;138.689;1;7;5;0;5;7;7
40260;10.3177;154.766;1;7;4;0;4;7;7
40320;3.10157;93.0471;1;7;2;0;2;7;7
40380;13.6305;136.305;1;7;6;0;6;7;7
40440;23.2068;198.916;1;7;7;0;7;7;7
40500;15.1623;227.434;1;7;4;0;4;7;7
40560;10.8888;217.775;1;7;3;0;3;7;7
40620;18.7534;225.04;1;7;5;0;5;7;7
40680;21.2881;255.457;1;7;5;0;5;7;7
40740;3.26327;195.796;1;7;1;0;1;7;7
40800;8.11565;162.313;1;7;3;0;3;7;7
40860;15.4775;154.775;1;7;6;0;6;7;7
40920;22.561;193.38;1;7;7;0;7;7;7
40980;13.4813;269.627;1;7;3;0;3;7;7
41040;25.8847;258.847;1;7;6;0;6;7;7
41100;32.2914;276.784;1;7;7;0;7;7;7
41160;9.66507;289.952;1;7;2;0;2;7;7
41220;16.6591;249.886;1;7;4;0;4;7;7
41280;16.6184;249.276;1;7;4;0;4;7;7
41340;11.5571;231.143;1;7;3;0;3;7;7
41400;13.2812;199.218;1;7;4;0;4;7;7
41460;17.0853;205.024;1;7;5;0;5;7;7
41520;13.3067;199.601;1;7;4;0;4;7;7
41580;13.7322;205.983;1;7;4;0;4;7;7
41640;7.86316;235.895;1;7;2;0;2;7;7
41700;18.4678;221.614;1;7;5;0;5;7;7
41760;10.2066;204.133;1;7;3;0;3;7;7
41820;11.6605;174.908;1;7;4;0;4;7;7
41880;13.9678;209.518;1;7;4;0;4;7;7
41940;16.7031;200.438;1;7;5;0;5;7;7
42000;24.8213;186.159;1;7;8;0;8;7;7
42060;13.3538;200.306;1;7;4;0;4;7;7
42120;17.3418;260.127;1;7;4;0;4;7;7
42180;4.10436;246.262;1;7;1;0;1;7;7
42240;19.6612;196.612;1;7;6;0;6;7;7
42300;3.59552;215.731;1;7;1;0;1;7;7
42360;22.4654;192.561;1;7;7;0;7;7;7
42420;31.2805;268.119;1;7;7;0;7;7;7
42480;37.9802;325.545;1;7;7;0;7;7;7
42540;28.0514;336.617;1;7;5;0;5;7;7
42600;22.1942;332.913;1;7;4;0;4;7;7
42660;14.8631;297.262;1;7;3;0;3;7;7
42720;31.6541;271.321;1;7;7;0;7;7;7
42780;17.8467;267.701;1;7;4;0;4;7;7
42840;4.01179;240.707;1;7;1;0;1;7;7
42900;6.61252;198.376;1;7;2;0;2;7;7
42960;21.6192;185.308;1;7;7;0;7;7;7
43020;4.86447;145.934;1;7;2;0;2;7;7
43080;2.02271;121.363;1;7;1;0;1;7;7
43140;8.77015;87.7015;1;7;6;0;6;7;7
43200;5.51192;110.238;1;7;3;0;3;7;7
43260;3.72855;111.857;1;7;2;0;2;7;7
43320;15.7997;157.997;1;7;6;0;6;7;7
43380;25.8636;193.977;1;7;8;0;8;7;7
43440;10.1386;202.771;1;7;3;0;3;7;7
43500;25.5386;218.902;1;7;7;0;7;7;7
43560;21.7454;260.945;1;7;5;0;5;7;7
43620;9.05187;271.556;1;7;2;0;2;7;7
43680;10.9539;219.077;1;7;3;0;3;7;7
43740;17.8118;213.742;1;7;5;0;5;7;7
43800;0;0;1;7;0;0;0;7;7
43860;27.2115;233.242;1;7;7;0;7;7;7
43920;18.3841;220.61;1;7;5;0;5;7;7
43980;65.6331;357.999;1;7;11;0;11;7;7
44040;23.8752;358.128;1;7;4;0;4;7;7
44100;25.0266;375.399;1;7;4;0;4;7;7
44160;45.3154;388.417;1;7;7;0;7;7;7
44220;18.5798;371.597;1;7;3;0;3;7;7
44280;5.4912;329.472;1;7;1;0;1;7;7
44340;14.6178;292.356;1;7;3;0;3;7;7
44400;38.8771;291.578;1;7;8;0;8;7;7
44460;11.4796;344.389;1;7;2;0;2;7;7
44520;53.3528;355.685;1;7;9;0;9;7;7
44580;10.5901;317.702;1;7;2;0;2;7;7
44640;23.4689;281.626;1;7;5;0;5;7;7
44700;9.98874;299.662;1;7;2;0;2;7;7
44760;8.51682;255.505;1;7;2;0;2;7;7
44820;9.86847;197.369;1;7;3;0;3;7;7
44880;19.7082;236.498;1;7;5;0;5;7;7
44940;18.8976;226.771;1;7;5;0;5;7;7
45000;34.6868;231.246;1;7;9;0;9;7;7
45060;23.6752;284.102;1;7;5;0;5;7;7
45120;42.7764;285.176;1;7;9;0;9;7;7
45180;15.9434;318.868;1;7;3;0;3;7;7
45240;19.1313;286.969;1;7;4;0;4;7;7
45300;9.15023;274.507;1;7;2;0;2;7;7
45360;21.8879;218.879;1;7;6;0;6;7;7
45420;27.3364;205.023;1;7;8;0;8;7;7
45480;38.2249;286.687;1;7;8;0;8;7;7
45540;16.1827;323.654;1;7;3;0;3;7;7
45600;28.8615;346.338;1;7;5;0;5;7;7
45660;34.5181;414.217;1;7;5;0;5;7;7
45720;13.4639;403.917;1;7;2;0;2;7;7
45780;26.6471;399.707;1;7;4;0;4;7;7
45840;34.1311;409.574;1;7;5;0;5;7;7
45900;49.5082;424.356;1;7;7;0;7;7;7
45960;20.6362;412.723;1;7;3;0;3;7;7
46020;36.2383;434.86;1;7;5;0;5;7;7
46080;8.16935;490.161;1;7;1;0;1;7;7
46140;65.5222;491.417;1;7;8;0;8;7;7
46200;48.2207;578.648;1;7;5;0;5;7;7
46260;9.18322;550.993;1;7;1;0;1;7;7
46320;24.739;494.781;1;7;3;0;3;7;7
46380;22.2395;444.79;1;7;3;0;3;7;7
46440;6.4264;385.584;1;7;1;0;1;7;7
46500;0;0;1;7;0;0;0;7;7
46560;0;0;1;7;0;0;0;7;7
46620;11.9117;238.234;1;7;3;0;3;7;7
46680;11.9693;239.386;1;7;3;0;3;7;7
46740;26.657;228.488;1;7;7;0;7;7;7
46800;6.53408;196.022;1;7;2;0;2;7;7
46860;14.0458;210.687;1;7;4;0;4;7;7
46920;16.923;203.076;1;7;5;0;5;7;7
46980;8.62008;172.402;1;7;3;0;3;7;7
47040;21.3251;213.251;1;7;6;0;6;7;7
47100;3.8453;230.718;1;7;1;0;1;7;7
47160;14.006;168.072;1;7;5;0;5;7;7
47220;7.0751;141.502;1;7;3;0;3;7;7
47280;14.1323;141.323;1;7;6;0;6;7;7
47340;3.54175;106.253;1;7;2;0;2;7;7
47400;6.02244;90.3366;1;7;4;0;4;7;7
47460;5.65147;67.8177;1;7;5;0;5;7;7
47520;12.4931;124.931;1;7;6;0;6;7;7
47580;5.47452;164.236;1;7;2;0;2;7;7
47640;10.2245;153.368;1;7;4;0;4;7;7
47700;5.34087;160.226;1;7;2;0;2;7;7
47760;1.449;86.94;1;7;1;0;1;7;7
47820;0.895711;26.8713;1;7;2;0;2;7;7
47880;0.614876;12.2975;1;7;3;0;3;7;7
47940;0.692002;6.92002;0.966388;6.76472;6;0;6;7;6.76472
48000;0;0;0.836647;5.85653;2;0;2;7;5.85653
48060;2.0614;12.3684;0.911515;6.3806;10;0;10;7;6.3806
48120;4.6445;55.734;1;7;5;0;5;7;7
48180;3.94577;47.3492;1;7;5;0;5;7;7
48240;0;0;0.900214;6.3015;2;0;2;7;6.3015
48300;1.51695;15.1695;0.920724;6.44507;6;0;6;7;6.44507
48360;2.661;31.932;1;7;5;0;5;7;7
48420;1.03834;20.7669;0.992744;6.94921;3;0;3;7;6.94921
48480;3.15148;27.0127;0.941582;6.59107;7;0;7;7;6.59107
48540;0.949155;56.9493;1;7;1;0;1;7;7
48600;0;0;0.900055;6.30038;1;0;1;7;6.30038
48660;0.0404931;0.404931;0.819138;5.73396;6;0;6;7;5.73396
48720;0;0;0.912976;6.39083;4;0;4;7;6.39083
48780;3.55061;30.4338;0.996549;6.97585;7;0;7;7;6.97585
48840;2.31436;46.2872;1;7;3;0;3;7;7
48900;2.33633;46.7266;1;7;3;0;3;7;7
48960;1.6561;19.8732;1;7;5;0;5;7;7
49020;2.43611;36.5417;1;7;4;0;4;7;7
49080;0;0;0.96644;6.76508;1;0;1;7;6.76508
49140;0;0;0.64407;4.50849;2;0;2;6;4.50849
49200;0;0;0.523454;3.66418;3;0;3;5;3.66418
49260;0;0;0.627571;4.393;4;0;4;6;4.393
49320;0;0;0.419615;2.9373;2;0;2;4;2.9373
49380;0;0;0.673959;4.71772;4;0;4;6;4.71772
49440;0;0;0.949157;6.6441;3;0;3;7;6.6441
49500;0.552687;8.29031;0.99831;6.98817;4;0;4;7;6.98817
49560;3.25453;32.5453;0.998703;6.99092;6;0;6;7;6.99092
49620;2.95133;44.27;1;7;4;0;4;7;7
49680;4.85776;72.8664;1;7;4;0;4;7;7
49740;0.759059;45.5436;1;7;1;0;1;7;7
49800;0.967425;9.67425;0.992235;6.94565;6;0;6;7;6.94565
49860;0;0;0.88479;6.19353;2;0;2;7;6.19353
49920;0.208102;2.49722;0.924231;6.46961;5;0;5;7;6.46961
49980;0;0;0.796652;5.57656;4;0;4;6;5.57656
50040;0;0;0.90459;6.33213;2;0;2;7;6.33213
50100;0;0;0.702334;4.91634;2;0;2;6;4.91634
50160;0;0;0.388113;2.71679;1;0;1;4;2.71679
50220;0;0;0.772203;5.40542;4;0;4;7;5.40542
50280;1.64219;16.4219;1;7;6;0;6;7;7
50340;0.648294;7.77953;0.961288;6.72902;5;0;5;7;6.72902
50400;0.387292;11.6188;0.943608;6.60526;2;0;2;7;6.60526
50460;4.4521;53.4252;0.948275;6.63792;5;0;5;7;6.63792
50520;12.518;107.297;1;7;7;0;7;7;7
50580;0;0;1;7;0;0;0;7;7
50640;6.6428;66.428;1;7;6;0;6;7;7
50700;2.32358;46.4716;1;7;3;0;3;7;7
50760;1.32308;19.8461;1;7;4;0;4;7;7
50820;0.0347327;1.04198;0.993738;6.95617;2;0;2;7;6.95617
50880;0.214269;6.42806;0.9497;6.6479;2;0;2;7;6.6479
50940;0;0;0.570531;3.99372;3;0;3;6;3.99372
51000;2.62494;19.6871;0.886107;6.20275;8;0;8;7;6.20275
51060;7.23538;72.3538;1;7;6;0;6;7;7
51120;3.72684;55.9026;1;7;4;0;4;7;7
51180;9.25341;92.5341;1;7;6;0;6;7;7
51240;13.4137;134.137;1;7;6;0;6;7;7
51300;10.0792;151.187;1;7;4;0;4;7;7
51360;6.16583;123.317;1;7;3;0;3;7;7
51420;5.35617;107.123;1;7;3;0;3;7;7
51480;4.8226;72.339;1;7;4;0;4;7;7
51540;12.2761;122.761;1;7;6;0;6;7;7
51600;10.1215;151.822;1;7;4;0;4;7;7
51660;2.18445;131.067;1;7;1;0;1;7;7
51720;16.6371;124.778;1;7;8;0;8;7;7
51780;10.0615;150.922;1;7;4;0;4;7;7
51840;16.3739;163.739;1;7;6;0;6;7;7
51900;15.3445;153.445;1;7;6;0;6;7;7
51960;0;0;1;7;0;0;0;7;7
52020;9.82069;117.848;1;7;5;0;5;7;7
52080;17.3647;208.377;1;7;5;0;5;7;7
52140;17.715;265.725;1;7;4;0;4;7;7
52200;7.78885;233.665;1;7;2;0;2;7;7
52260;10.6198;212.396;1;7;3;0;3;7;7
52320;26.283;197.123;1;7;8;0;8;7;7
52380;6.69108;133.822;1;7;3;0;3;7;7
52440;0;0;1;7;0;0;0;7;7
52500;5.22917;104.583;1;7;3;0;3;7;7
52560;9.63065;82.5484;1;7;7;0;7;7;7
52620;6.93764;83.2517;1;7;5;0;5;7;7
52680;1.71948;34.3895;1;7;3;0;3;7;7
52740;11.2342;96.2931;1;7;7;0;7;7;7
52800;8.4325;126.487;1;7;4;0;4;7;7
52860;6.1446;184.338;1;7;2;0;2;7;7
52920;13.5705;162.847;1;7;5;0;5;7;7
52980;2.44392;146.635;1;7;1;0;1;7;7
53040;22.6906;170.18;1;7;8;0;8;7;7
53100;30.5716;305.716;1;7;6;0;6;7;7
53160;17.2626;345.252;1;7;3;0;3;7;7
53220;11.9491;358.474;1;7;2;0;2;7;7
53280;25.5365;306.438;1;7;5;0;5;7;7
53340;43.7571;328.178;1;7;8;0;8;7;7
53400;32.5057;325.057;1;7;6;0;6;7;7
53460;0;0;1;7;0;0;0;7;7
53520;8.14136;244.241;1;7;2;0;2;7;7
53580;15.2401;228.602;1;7;4;0;4;7;7
53640;18.5045;222.054;1;7;5;0;5;7;7
53700;11.78;235.6;1;7;3;0;3;7;7
53760;6.22818;186.846;1;7;2;0;2;7;7
53820;13.1929;197.894;1;7;4;0;4;7;7
53880;8.97768;179.554;1;7;3;0;3;7;7
53940;4.93216;147.965;1;7;2;0;2;7;7
54000;4.87135;97.4271;1;7;3;0;3;7;7
54060;13.0169;156.202;1;7;5;0;5;7;7
54120;6.39197;127.839;1;7;3;0;3;7;7
54180;9.15715;137.357;1;7;4;0;4;7;7
54240;5.24579;104.916;1;7;3;0;3;7;7
54300;4.71872;94.3744;1;7;3;0;3;7;7
54360;13.0264;111.655;1;7;7;0;7;7;7
54420;8.9282;133.923;1;7;4;0;4;7;7
54480;19.1413;143.56;1;7;8;0;8;7;7
54540;19.4092;232.91;1;7;5;0;5;7;7
54600;14.5351;218.027;1;7;4;0;4;7;7
54660;20.4524;204.524;1;7;6;0;6;7;7
54720;10.1664;203.328;1;7;3;0;3;7;7
54780;7.83027;156.605;1;7;3;0;3;7;7
54840;15.2854;152.854;1;7;6;0;6;7;7
54900;9.18245;183.649;1;7;3;0;3;7;7
54960;18.5133;185.133;1;7;6;0;6;7;7
55020;20.2536;243.043;1;7;5;0;5;7;7
55080;24.7744;247.744;1;7;6;0;6;7;7
55140;7.62511;228.753;1;7;2;0;2;7;7
55200;10.062;201.24;1;7;3;0;3;7;7
55260;19.9278;239.133;1;7;5;0;5;7;7
55320;32.2737;322.737;1;7;6;0;6;7;7
55380;15.1421;302.842;1;7;3;0;3;7;7
55440;19.9727;299.59;1;7;4;0;4;7;7
55500;13.4485;268.971;1;7;3;0;3;7;7
55560;12.3429;246.859;1;7;3;0;3;7;7
55620;7.5372;226.116;1;7;2;0;2;7;7
55680;12.7475;191.213;1;7;4;0;4;7;7
55740;15.5171;186.206;1;7;5;0;5;7;7
55800;2.62034;157.22;1;7;1;0;1;7;7
55860;7.13167;106.975;1;7;4;0;4;7;7
55920;17.6916;212.299;1;7;5;0;5;7;7
55980;19.6852;236.223;1;7;5;0;5;7;7
56040;31.4523;235.892;1;7;8;0;8;7;7
56100;17.0773;256.159;1;7;4;0;4;7;7
56160;9.20362;276.109;1;7;2;0;2;7;7
56220;10.4997;209.994;1;7;3;0;3;7;7
56280;13.8406;207.609;1;7;4;0;4;7;7
56340;19.27;192.7;1;7;6;0;6;7;7
56400;31.2062;267.482;1;7;7;0;7;7;7
56460;30.4479;365.375;1;7;5;0;5;7;7
56520;11.3429;340.286;1;7;2;0;2;7;7
56580;10.896;326.879;1;7;2;0;2;7;7
56640;26.049;312.588;1;7;5;0;5;7;7
56700;15.4162;308.325;1;7;3;0;3;7;7
56760;15.2316;304.633;1;7;3;0;3;7;7
56820;11.1811;223.622;1;7;3;0;3;7;7
56880;0;0;1;7;0;0;0;7;7
56940;4.85019;145.506;1;7;2;0;2;7;7
57000;5.69876;113.975;1;7;3;0;3;7;7
57060;0.875227;52.5136;1;7;1;0;1;7;7
57120;5.63848;67.6618;1;7;5;0;5;7;7
57180;1.60725;32.145;1;7;3;0;3;7;7
57240;1.0197;12.2364;0.959623;6.71736;5;0;5;7;6.71736
57300;4.83752;96.7505;1;7;3;0;3;7;7
57360;3.39774;67.9548;1;7;3;0;3;7;7
57420;0.624365;37.4619;1;7;1;0;1;7;7
57480;1.69164;33.8328;1;7;3;0;3;7;7
57540;2.48207;74.462;1;7;2;0;2;7;7
57600;0.179175;10.7505;1;7;1;0;1;7;7
57660;20.5075;136.717;1;7;9;0;9;7;7
